,Unnamed: 0,식당명,별점,구,주소,전화번호,음식종류,가격대,주차,영업시간,메뉴,리뷰날짜,리뷰평가,리뷰수,맛있다수,괜찮다수,별로다수
70,70,더이탈리안클럽,4.2,송파구,서울특별시 송파구 잠실로 209 KT송파타워 2F,0507-1330-3238,음식 종류 이탈리안,가격대 2만원-3만원,주차 무료주차 가능,['11:30 - 21:00'],"['화이트 라구 파스타', '33,000원', '그린 페스토 파스타', '27,000원', '트러플소스 뇨끼', '33,000원', '판체타', '29,000원', '시저샐러드', '9,000원']",4 일 전,괜찮다,23,16.0,6.0,1.0
71,71,냠냠물고기,4.2,송파구,서울특별시 송파구 송파대로30길 41-21,010-3526-4478,음식 종류 회 / 스시,가격대 4만원 이상,주차 주차공간없음,['17:00 - 24:00'],"['사시미 오마카세 (1인)', '55,000원', '독도새우 한상차림 (3-4인)', '110,000원', '우니한찬 한상차림 (3-4인)', '100,000원', '참치한상 (2-3인)', '75,000원', '한상차림 (2-3인)', '65,000원']",2022-03-12,맛있다,19,15.0,2.0,2.0
72,72,라오빠빠,4.2,송파구,서울특별시 송파구 송이로17길 57 1F,02-6080-1144,음식 종류 퓨전 중식,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:00'],"['등뼈바쿠테', '9,500원', '랍무가지볶음', '18,000원', '마라샹궈', '23,000원', '양고기 마라훠궈전골', '23,000원', '빵보샤', '11,000원']",3 일 전,맛있다,27,23.0,3.0,1.0
73,73,주점금붕어,4.2,송파구,서울특별시 송파구 송파대로14길 6 2F,010-8206-1135,음식 종류 일반 주점,가격대 만원-2만원,주차 주차공간없음,['19:00 - 01:00'],"['장별동 시그니처 닭구이', '22,000원', '수비드수육과 볶음김치', '22,000원', '원조닭구이', '16,000원', '치즈파구이', '12,000원', '우삼겹파채라면', '6,000원']",2022-06-30,맛있다,14,12.0,1.0,1.0
74,74,도림 (휴업중),4.2,송파구,서울특별시 송파구 올림픽로 240 롯데호텔월드 32F,02-411-7800,음식 종류 정통 중식 / 일반 중식,가격대 3만원-4만원,주차 유료주차 가능,['12:00 - 22:00'],"['복코스 (점심특선1인)', '98,000원', '오룡코스 (1인)', '138,000원', '한우안심송이덮밥', '43,000원', '통전복 해물짬뽕', '28,000원', '한우자장면', '22,000원']",2022-06-21,맛있다,13,10.0,3.0,0.0
75,75,육분삼십,4.2,송파구,서울특별시 송파구 위례성대로16길 25 금양빌딩 1F,02-3444-9312,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 무료주차 가능,['11:30 - 21:50'],"['특제양념 소고기구이 (중)', '23,900원', '매콤이베리코구이 (중)', '26,900원', '이베리코 돼지샤브샤브 (중)', '26,900원', '특제양념소고기정식', '11,900원', '간장새우밥정식', '13,900원']",2022-07-19,맛있다,24,14.0,8.0,2.0
76,76,콘메,4.2,송파구,서울특별시 송파구 백제고분로42길 6-30 1F,010-5382-3419,음식 종류 이탈리안,가격대 2만원-3만원,주차 무료주차 가능,['12:00 - 22:30'],"['폴포라구', '28,000원', '타르투포 풍기 에 살시치아', '35,000원', '라구 에 초리조 뇨끼', '26,000원', '부라타', '21,000원', '트러블에그후라이', '18,000원']",2022-05-15,맛있다,21,15.0,5.0,1.0
77,77,청와옥,4.2,송파구,서울특별시 송파구 위례성대로 48 반도빌딩 1F,02-416-3456,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 무료주차 가능,['08:00 - 22:00'],"['순대국밥', '8,000원', '순대정식', '12,000원', '모듬순대', '23,000원', '찹쌀순대', '19,000원', '수육', '23,000원']",2022-08-06,괜찮다,30,19.0,9.0,2.0
78,78,안재식당,4.2,송파구,서울특별시 송파구 삼전로9길 5-2,010-9169-1878,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 주차공간없음,['11:30 - 21:30'],"['계반', '13,000원', '약돌돼지제육볶음', '7,000원', '안재한상', '10,000원', '한우소금구이', '13,000원', '한우수육', '48,000원']",2022-07-21,맛있다,21,17.0,3.0,1.0
79,79,가일,4.2,송파구,서울특별시 송파구 오금로11길 61-17,02-412-2024,음식 종류 이자카야 / 오뎅 / 꼬치,가격대 2만원-3만원,주차 무료주차 가능,['17:00 - 01:30'],"['사케동', '11,000원', '메로구이덮밥', '12,000원', '특가일초밥 (12p)', '16,000원', '혼마구로 무한리필 (1인)', '45,000원']",2022-07-16,맛있다,31,25.0,6.0,0.0
80,80,오키나와블루 (휴업중),4.2,송파구,서울특별시 송파구 오금로17길 7,070-7799-7723,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,주차 유료주차 가능,['11:00 - 21:00'],"['아메리칸 치즈버거', '8,000원', '베이컨 로제버거', '13,500원', '아보카도 리코버거', '12,500원', '체다모짜렐라 치즈버거', '9,800원', '오키버거', '9,900원']",2022-02-11,맛있다,19,18.0,0.0,1.0
81,81,온달수산,4.2,송파구,서울특별시 송파구 양재대로 932 농수산물도매시장,02-404-2606,음식 종류 해산물 요리,가격대 2만원-3만원,주차 유료주차 가능,['09:00 - 21:00'],"['전어회 (소)', '30,000원', '온스페셜A', '50,000원', '백설공주회 (소)', '50,000원']",2022-01-03,괜찮다,25,19.0,4.0,2.0
82,82,개군할머니토종순대국,4.2,송파구,서울특별시 송파구 양재대로71길 16,02-420-5689,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 주차공간없음,['10:00 - 21:00'],"['토종순대국', '9,000원', '토종순대', '16,000원', '순대전골 (중)', '28,000원', '곱창짜글이', '17,000원', '머리고기', '16,000원']",2022-05-19,맛있다,28,22.0,4.0,2.0
83,83,수망,4.2,송파구,서울특별시 송파구 가락로19길 6 B1-1F,070-4189-6864,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,주차 주차공간없음,['11:00 - 18:00'],"['아메리카노', '4,500원', '녹차라떼', '5,300원', '레몬달', '6,500원', '구름달', '6,500원', '초코컵케이크', '6,000원']",2021-12-11,괜찮다,13,11.0,1.0,1.0
84,84,해주찹쌀순대,4.2,송파구,서울특별시 송파구 올림픽로12길 28,02-424-2461,음식 종류 탕 / 찌개 / 전골,가격대 만원 미만,주차 주차공간없음,['00:00 - 24:00'],"['해주순대국', '7,000원', '순대정식', '9,000원', '편육', '10,000원', '뼈해장국', '8,000원']",2022-06-01,맛있다,15,13.0,2.0,0.0
85,85,정목누룽지백숙,4.2,송파구,서울특별시 송파구 위례성대로12길 11,02-2202-9264,음식 종류 닭 / 오리 요리,가격대 만원-2만원,주차 무료주차 가능,['11:00 - 22:00'],"['정목누룽지백숙', '55,000원', '메밀전', '10,000원', '들깨메밀수제비', '11,000원', '메밀비빔국수', '10,000원', '메밀비빔밥', '10,000원']",1 일 전,맛있다,15,13.0,1.0,1.0
86,86,광화문갈비,4.2,송파구,서울특별시 송파구 석촌호수로 296 대성빌딩 6F,02-423-3315,음식 종류 고기 요리,가격대 4만원 이상,영업시간 11:00 - 22:00,"['설화 생갈비 (200g)', '57,000원', '광화문갈비 (250g)', '42,000원', '꽃등심 (130g)', '44,000원', '안심 (130g)', '46,000원']","['설화 생갈비 (200g)', '57,000원', '광화문갈비 (250g)', '42,000원', '꽃등심 (130g)', '44,000원', '안심 (130g)', '46,000원']",2022-05-04,별로,8,5.0,2.0,1.0
87,87,역전식당,4.2,송파구,서울특별시 송파구 백제고분로9길 27,02-2274-2345,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,"['일-목: 16:00 - 01:00', '금-토: 16:00 - 02:00']",0,2022-07-14,맛있다,7,6.0,0.0,1.0
88,88,양군스시&참치,4.2,송파구,서울특별시 송파구 올림픽로35길 112 B1 14-2호,010-3284-2947,음식 종류 회 / 스시,가격대 2만원-3만원,주차 주차공간없음,"['월-금: 16:00 - 22:00', '토-일: 15:00 - 21:00']","['참치초밥', '15,000원', '참치사시미', '30,000원', '연어초밥', '16,000원', '참치덮밥', '8,000원', '모듬초밥', '13,000원']",2022-06-25,맛있다,6,4.0,2.0,0.0
89,89,산들해,4.2,송파구,서울특별시 송파구 위례성대로 6 현대토픽스 2F,02-448-3457,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 유료주차 가능,['11:30 - 21:00'],"['한정식', '17,000원']",2022-06-19,맛있다,26,17.0,6.0,3.0
90,90,자몽하다,4.2,송파구,서울특별시 송파구 백제고분로 438,02-423-1854,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],"['자몽라떼소르베', '6,500원', '블루베리라떼소르베', '6,500원', '아메리카노', '4,000원', '크림브릴레 비엔나', '6,500원', '얼그레이 비엔나', '6,500원']",2021-12-26,맛있다,7,7.0,0.0,0.0
91,91,엄지손칼국수,4.2,송파구,서울특별시 송파구 가락로28길 15,02-415-1581,음식 종류 국수 / 면 요리,가격대 만원 미만,영업시간 11:30 - 21:00,['일'],"['손칼국수', '8,000원', '손수제비', '8,500원', '칼만두국', '9,000원', '수제비만두국', '9,500원']",2022-08-08,괜찮다,15,12.0,3.0,0.0
92,92,그릴210버거 (휴업중),4.2,송파구,서울특별시 송파구 백제고분로 393 황제빌딩 1F,070-4230-5210,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,주차 무료주차 가능,['11:30 - 20:00'],"['210버거', '7,900원', '오지버거', '8,900원', '트위스트칠리버거', '8,300원', '어니언바베큐버거', '8,300원', '내쉬빌핫치킨버거', '8,000원']",2022-02-03,맛있다,8,7.0,1.0,0.0
93,93,모타운 서울,4.2,송파구,서울특별시 송파구 백제고분로45길 34-6 101호,02-419-1222,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원-2만원,영업시간 10:00 - 19:00,['월'],0,2022-05-30,맛있다,4,3.0,1.0,0.0
94,94,현차이나,4.2,송파구,서울특별시 송파구 백제고분로48길 8,02-416-5500,음식 종류 정통 중식 / 일반 중식,가격대 만원-2만원,메뉴,0,"['숙주탕수육', '22,000원', '양장피', '33,000원', '바삭한탕수육', '20,000원', '반반탕수육', '25,000원', '사천탕수육', '23,000원']",2022-04-14,맛있다,7,6.0,1.0,0.0
95,95,진원조닭한마리,4.2,송파구,서울특별시 송파구 백제고분로7길 32-11,02-422-4712,음식 종류 닭 / 오리 요리,가격대 만원-2만원,영업시간 11:40 - 23:00,['15:00 - 16:00'],"['2인분 (한마리)', '26,000원', '3인분', '38,000원', '4인분', '50,000원', '추가 반마리', '14,000원']",2022-05-13,맛있다,9,5.0,4.0,0.0
96,96,코스모스시,4.1,송파구,서울특별시 송파구 삼전로7길 15,010-3285-1713,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,['12:00 - 21:00'],"['런치 오마카세', '80,000원', '디너 오마카세', '135,000원', '스시 포장', '45,000원']",2022-01-31,괜찮다,30,22.0,5.0,3.0
97,97,서두산딤섬,4.1,송파구,서울특별시 송파구 올림픽로32길 52,02-425-4588,음식 종류 딤섬 / 만두,가격대 만원 미만,주차 유료주차 가능,['11:30 - 24:00'],"['군만두 (10개)', '8,000원', '물만두 (13개)', '8,000원', '샤오롱빠오 (8개)', '9,000원']",2022-07-02,괜찮다,100,69.0,22.0,9.0
98,98,얼터너티브,4.1,송파구,서울특별시 송파구 백제고분로46길 26-1,02-425-0120,음식 종류 카페 / 디저트,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:00'],"['아인슈페너', '6,500원', '바스크 치즈케이크', '7,500원', '월E', '6,500원']",2022-08-06,맛있다,55,39.0,11.0,5.0
99,99,스시산,4.1,송파구,서울특별시 송파구 석촌호수로 118 잠실규영빌딩 2F,02-413-3337,음식 종류 정통 일식 / 일반 일식,가격대 4만원 이상,주차 유료주차 가능,['12:00 - 22:00'],"['런치 오마카세', '60,000원', '런치 스시코스', '45,000원', '디너 스시오마카세', '110,000원', '디너 사시미오마카세', '140,000원', '디너 스시코스', '85,000원']",2022-03-27,맛있다,33,22.0,6.0,5.0
100,100,스시작,4.1,송파구,서울특별시 송파구 양재대로71길 13,02-422-2017,음식 종류 회 / 스시,가격대 4만원 이상,주차 무료주차 가능,['12:00 - 22:00'],"['런치 스시코', '50,000원', '런치 사시미오마카세', '70,000원', '디너 스시오마카세', '100,000원', '디너 사시미오마카세', '120,000원', '텐손코우린', '120,000원']",2022-06-15,맛있다,20,15.0,3.0,2.0
101,101,브럭시,4.1,송파구,서울특별시 송파구 올림픽로 300 롯데월드몰 B1,02-3213-4790,음식 종류 브런치 / 버거 / 샌드위치,가격대 만원 미만,주차 유료주차 가능,['10:30 - 22:00'],"['크리스피 치킨', '9,500원', '오리지널', '9,500원', '킥인 치킨', '9,500원', '더보스 버거', '8,500원', '크램블레 와플', '7,900원']",2022-07-01,괜찮다,60,40.0,18.0,2.0
102,102,포숑,4.1,송파구,서울특별시 송파구 올림픽로 300 롯데월드몰 1F,02-3213-4188,음식 종류 프랑스 음식,가격대 2만원-3만원,주차 유료주차 가능,['10:30 - 22:00'],"['뽐 드 떼흐', '15,000원', '프랭땅 비올렛', '9,900원', '써니 온더 토스트', '23,000원', '미엘토스트(아이스크림)', '21,000원', '시즈널 리조또', '26,000원']",19 시간 전,맛있다,28,21.0,4.0,3.0
103,103,사카바게라게라,4.1,송파구,서울특별시 송파구 백제고분로21길 15,02-424-3396,음식 종류 기타 일식,가격대 3만원-4만원,주차 유료주차 가능,"['월-금: 18:00 - 02:00', '토-일: 17:00 - 02:00']","['술안주코스 (1인)', '45,000원', '에그햄카츠', '11,000원', '이베리코스팸카츠샌드', '18,000원', '까망베르치즈쿠시아게세트', '18,000원', '우니듬뿍쿠시아게단품세트', '19,000원']",2022-06-13,맛있다,10,6.0,3.0,1.0
104,104,부부횟집,4.1,송파구,서울특별시 송파구 오금로18길 4,02-415-8881,음식 종류 해산물 요리,가격대 만원-2만원,주차 주차공간없음,['11:30 - 22:00'],"['가진항물회 (1인)', '18,000원']",2022-08-08,맛있다,21,16.0,4.0,1.0
105,105,라이언하트,4.1,송파구,서울특별시 송파구 석촌호수로 284 B 104호,0507-1319-9080,음식 종류 칵테일 / 와인,가격대 2만원-3만원,주차 유료주차 가능,['18:00 - 01:00'],"['Steak (200g)', '39,000원', 'Cream shrimp pasta', '20,000원', 'Tomato pasta', '20,000원', 'Buffalo wings', '10,000원']",2022-06-06,맛있다,16,13.0,3.0,0.0
106,106,황산냉면,4.1,송파구,서울특별시 송파구 가락로 257,02-3431-2262,음식 종류 기타 한식,가격대 만원 미만,주차 무료주차 가능,['11:00 - 22:30'],"['물냉면', '7,000원', '비빔냉면', '7,000원', '장국밥', '7,000원', '육개장', '7,000원', '메밀전 (소)', '3,000원']",2022-06-30,맛있다,15,11.0,3.0,1.0
107,107,카레바시야,4.1,송파구,서울특별시 송파구 올림픽로32길 57 104호,070-7543-4718,음식 종류 돈부리 / 일본 카레 / 벤토,가격대 만원 미만,0,0,0,2022-08-02,맛있다,8,5.0,3.0,0.0
108,108,이경진우렁쌈밥정식,4.1,송파구,서울특별시 송파구 중대로 310,02-402-8838,음식 종류 한정식 / 백반 / 정통 한식,가격대 만원-2만원,주차 발렛,['11:00 - 22:00'],"['우렁쌈정식', '19,000원', '우렁무침', '20,000원', '제육볶음', '20,000원']",2022-05-09,맛있다,34,23.0,8.0,3.0
109,109,라미옥,4.1,송파구,서울특별시 송파구 위례성대로 114 1F,02-423-1744,음식 종류 탕 / 찌개 / 전골,가격대 만원-2만원,주차 유료주차 가능,['11:00 - 22:00'],"['곰탕', '13,000원', '한우수육곱창전골', '49,000원', '곰탕 특', '15,000원', '수육 큰 접시', '30,000원', '수육 중간 접시', '25,000원']",2022-05-26,맛있다,13,10.0,3.0,0.0
110,110,동래별장,4.1,송파구,서울특별시 송파구 올림픽로32길 18-11 1F,02-422-0469,음식 종류 해산물 요리,가격대 2만원-3만원,주차 주차공간없음,['17:00 - 04:00'],0,2022-07-09,맛있다,10,8.0,2.0,0.0
111,111,페메종,4.1,송파구,서울특별시 송파구 잠실로 209,02-2092-6100,음식 종류 프랑스 음식,가격대 4만원 이상,주차 유료주차 가능,['06:30 - 22:00'],"['런치2코스요리', '65,000원', '런치3코스요리', '75,000원', '디너4코스요리', '120,000원', '디너5코스요리', '150,000원']",2022-06-28,맛있다,7,4.0,3.0,0.0
112,112,부뚜막매운갈비찜,4.1,송파구,서울특별시 송파구 송파대로49길 59,02-422-3352,음식 종류 고기 요리,가격대 만원-2만원,주차 주차공간없음,['11:00 - 21:00'],0,2022-06-25,맛있다,13,10.0,3.0,0.0
113,113,공주떡집,4.1,송파구,서울특별시 송파구 올림픽로 240 롯데백화점 잠실점 B1,1544-6481,음식 종류 카페 / 디저트,가격대 만원 미만,주차 유료주차 가능,"['월-금: 10:30 - 20:00', '토-일: 10:30 - 20:30']","['원조인절미 (소)', '4,000원', '쑥인절미 (소)', '4,000원', '현미인절미 (소)', '4,500원', '송편', '6,000원', '바람떡', '4,000원']",2021-08-08,맛있다,24,20.0,3.0,1.0
114,114,오쓰세이로무시,4.1,송파구,서울특별시 송파구 백제고분로45길 30,02-419-2222,음식 종류 정통 일식 / 일반 일식,가격대 2만원-3만원,영업시간 11:30 - 22:00,['15:00 - 17:30'],"['세이로무시A (2~3인)', '42,000원', '세이로무시B (3~4인)', '56,000원', '고구마', '8,000원', '명란마요 야끼오니기리', '8,000원', '아스파라거스', '9,000원']",2022-05-31,맛있다,9,8.0,1.0,0.0
115,115,그릭데이,4.1,송파구,서울특별시 송파구 백제고분로 423 1F,02-422-5787,음식 종류 카페 / 디저트,가격대 만원 미만,주차 주차공간없음,['10:00 - 22:00'],"['런던블루 (R)', '5,300원', '코스모스 (L)', '5,900원', '카카오브라운 (R)', '5,500원', '인디고 (R)', '5,800원', '스칼렛 (R)', '5,300원']",2022-07-31,맛있다,5,5.0,0.0,0.0
